species_code,scientific_name,recording_id,safe_id,focal_channel,channel_scores,species_score,birdnet_conf,bout_snr,bout_ndsi,bout_quality,rank_score,bout_idx,bout_onset,bout_offset,bout_duration,n_notes,total_note_dur,silence_ratio,notes_json,method
grecor,Phalacrocorax carbo,xc:625357,xc_625357,1,"[0.999829, 0.659823, 0.45663, 0.904628]",0.6598,0.9998,10.47,0.9557,0.5233,0.345299,139,237.58,244.68,7.1,15,5.21,0.2662,"[[237.58, 237.82], [237.94, 238.2], [238.34, 238.58], [238.73, 238.99], [239.09, 239.38], [239.49, 239.96], [240.06, 240.16], [240.23, 240.44], [240.5, 240.77], [241.03, 241.22], [241.32, 241.74], [242.12, 242.76], [242.82, 243.01], [243.06, 244.31], [244.5, 244.68]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:90635,xc_90635,0,"[0.995591, 0.010879, 0.294241, 0.849884]",0.9956,0.9956,8.59,0.743,0.3447,0.343225,21,63.33,68.35,5.02,3,4.87,0.0299,"[[63.33, 65.94], [66.02, 66.82], [66.89, 68.35]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:625357,xc_625357,1,"[0.999829, 0.659823, 0.45663, 0.904628]",0.6598,0.9998,10.5,0.9335,0.5194,0.342722,0,0.51,4.34,3.83,8,3.03,0.2089,"[[0.51, 2.26], [2.37, 2.42], [2.5, 2.56], [2.65, 2.71], [2.79, 2.87], [2.95, 3.15], [3.26, 3.83], [4.08, 4.34]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:280961,xc_280961,2,"[0.857717, 0.066958, 0.984368, 0.636949]",0.9844,0.9844,14.4,-0.1235,0.3459,0.340489,6,14.27,15.77,1.5,2,1.16,0.2267,"[[14.27, 14.69], [15.03, 15.77]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:448710,xc_448710,0,"[0.976333, 0.0, 0.0, 0.121513]",0.9763,0.9763,28.73,-0.3092,0.3442,0.336008,3,4.23,6.15,1.92,4,1.19,0.3802,"[[4.23, 4.35], [4.56, 5.15], [5.41, 5.59], [5.85, 6.15]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:806437,xc_806437,3,"[0.7054, 0.25683, 0.060871, 0.967483]",0.9675,0.9675,9.12,0.5814,0.3437,0.332541,24,91.46,92.8,1.34,5,0.67,0.5,"[[91.46, 91.52], [91.68, 91.73], [91.91, 91.97], [92.15, 92.4], [92.55, 92.8]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:923216,xc_923216,0,"[0.999793, 0.096184, 0.656419, 0.407357]",0.9998,0.9998,9.58,0.4157,0.3314,0.331368,4,9.22,16.14,6.92,7,6.47,0.065,"[[9.22, 10.33], [10.42, 11.12], [11.2, 11.3], [11.37, 12.76], [12.81, 15.26], [15.37, 15.52], [15.57, 16.14]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:822472,xc_822472,0,"[0.346849, 0.056044, 0.0, 0.216888]",0.3468,0.3468,20.63,0.9838,0.9527,0.330395,8,26.77,29.32,2.55,7,1.39,0.4549,"[[26.77, 26.87], [27.21, 27.44], [27.69, 27.82], [27.9, 28.04], [28.11, 28.31], [28.55, 28.79], [28.97, 29.32]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:318520,xc_318520,1,"[0.998962, 0.793921, 0.654989, 0.943718]",0.7939,0.999,8.85,0.9226,0.3985,0.316347,8,19.35,20.52,1.17,3,0.55,0.5299,"[[19.35, 19.41], [19.64, 19.91], [20.3, 20.52]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:923216,xc_923216,0,"[0.999793, 0.096184, 0.656419, 0.407357]",0.9998,0.9998,9.25,0.4205,0.3152,0.31512,13,53.95,56.0,2.05,3,1.89,0.078,"[[53.95, 54.6], [54.71, 55.89], [55.94, 56.0]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:210926,xc_210926,3,"[0.066723, 0.0, 0.0, 0.849647]",0.8496,0.8496,9.98,0.4794,0.3688,0.313298,42,90.27,95.28,5.01,16,3.67,0.2675,"[[90.27, 90.38], [90.55, 90.81], [90.9, 91.0], [91.16, 91.8], [91.9, 92.02], [92.1, 92.57], [92.62, 92.75], [92.87, 93.32], [93.43, 93.68], [93.75, 93.92], [93.98, 94.12], [94.17, 94.22], [94.28, 94.4], [94.46, 94.6], [94.69, 95.11], [95.18, 95.28]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:90635,xc_90635,0,"[0.995591, 0.010879, 0.294241, 0.849884]",0.9956,0.9956,8.7,0.5504,0.313,0.311634,12,25.2,32.66,7.46,12,5.9,0.2091,"[[25.2, 25.61], [25.78, 26.2], [26.36, 26.68], [26.83, 27.16], [27.24, 27.72], [27.9, 28.27], [28.5, 28.89], [28.96, 29.79], [29.95, 30.61], [30.78, 31.48], [31.59, 32.47], [32.55, 32.66]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:806437,xc_806437,3,"[0.7054, 0.25683, 0.060871, 0.967483]",0.9675,0.9675,14.82,-0.2043,0.3221,0.311617,17,74.18,80.16,5.98,15,3.07,0.4866,"[[74.18, 74.58], [74.68, 74.73], [75.04, 75.09], [75.23, 75.36], [75.47, 75.72], [75.81, 76.27], [76.4, 76.6], [76.88, 76.94], [77.02, 77.05], [77.13, 77.19], [77.35, 77.41], [77.73, 77.79], [78.19, 78.41], [78.78, 79.78], [80.12, 80.16]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:431888,xc_431888,0,"[0.597589, 0.014305, 0.216386, 0.998346]",0.5976,0.9983,11.15,0.7415,0.5099,0.304686,7,30.24,36.54,6.3,7,5.53,0.1222,"[[30.24, 30.92], [31.01, 32.67], [32.78, 33.31], [33.48, 33.67], [33.77, 35.1], [35.27, 35.3], [35.43, 36.54]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:930052,xc_930052,0,"[0.965479, 0.062086, 0.012139, 0.12186]",0.9655,0.9655,12.62,-0.1141,0.3042,0.293675,2,9.69,11.05,1.36,3,1.23,0.0956,"[[9.69, 10.3], [10.38, 10.95], [11.0, 11.05]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:620507,xc_620507,3,"[0.006288, 0.351928, 0.0, 0.983123]",0.9831,0.9831,26.49,-0.8186,0.2979,0.292852,1,3.73,7.58,3.85,13,2.39,0.3792,"[[3.73, 3.78], [3.87, 4.14], [4.22, 4.41], [4.63, 4.78], [4.83, 4.89], [4.98, 5.3], [5.35, 5.56], [5.63, 5.8], [5.93, 6.71], [6.76, 6.8], [7.01, 7.05], [7.24, 7.27], [7.5, 7.58]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:448710,xc_448710,0,"[0.976333, 0.0, 0.0, 0.121513]",0.9763,0.9763,29.5,-0.4547,0.2991,0.292048,8,11.42,13.35,1.93,6,1.15,0.4041,"[[11.42, 11.45], [11.59, 12.1], [12.41, 12.46], [12.54, 12.86], [13.04, 13.23], [13.3, 13.35]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:806437,xc_806437,3,"[0.7054, 0.25683, 0.060871, 0.967483]",0.9675,0.9675,25.15,-0.9724,0.2968,0.287198,30,108.08,114.81,6.73,19,3.99,0.4071,"[[108.08, 108.13], [108.23, 108.41], [108.48, 108.61], [108.85, 109.13], [109.18, 109.32], [109.39, 109.44], [109.54, 109.87], [110.11, 110.6], [110.93, 111.01], [111.11, 111.16], [111.43, 112.38], [112.43, 112.47], [112.78, 112.94], [113.04, 113.09], [113.26, 113.48], [113.54, 113.59], [113.76, 113.83], [114.07, 114.55], [114.62, 114.81]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:766574,xc_766574,0,"[0.988706, 0.0, 0.0, 0.0]",0.9887,0.9887,20.48,-0.7844,0.2876,0.284343,1,6.52,8.44,1.92,6,1.35,0.2969,"[[6.52, 7.28], [7.41, 7.44], [7.57, 7.61], [7.66, 7.73], [7.9, 8.0], [8.09, 8.44]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:210926,xc_210926,3,"[0.066723, 0.0, 0.0, 0.849647]",0.8496,0.8496,8.01,0.8746,0.3328,0.282718,38,83.38,83.68,0.3,1,0.3,0.0,"[[83.38, 83.68]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:801467,xc_801467,0,"[0.942025, 0.011732, 0.429148, 0.346703]",0.942,0.942,7.43,0.8952,0.2998,0.282406,34,62.63,67.07,4.44,11,3.05,0.3131,"[[62.63, 62.8], [63.14, 63.58], [63.88, 64.0], [64.07, 64.6], [64.68, 65.0], [65.13, 65.2], [65.28, 65.38], [65.47, 65.55], [65.6, 65.85], [65.91, 66.67], [66.86, 67.07]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:806437,xc_806437,3,"[0.7054, 0.25683, 0.060871, 0.967483]",0.9675,0.9675,21.71,-0.4604,0.2913,0.281857,34,128.19,130.67,2.48,9,1.43,0.4234,"[[128.19, 128.27], [128.33, 128.5], [128.69, 128.79], [128.85, 128.89], [128.99, 129.35], [129.46, 129.86], [130.1, 130.25], [130.41, 130.5], [130.63, 130.67]]",bird-mixit+tweetynet
grecor,Phalacrocorax carbo,xc:448710,xc_448710,0,"[0.976333, 0.0, 0.0, 0.121513]",0.9763,0.9763,20.59,-0.9771,0.288,0.281179,6,8.9,9.26,0.36,2,0.25,0.3056,"[[8.9, 9.09], [9.2, 9.26]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:196155,xc_196155,1,"[0.980348, 0.818717, 0.454288, 0.418838]",0.8187,0.9803,23.22,0.9576,0.9606,0.786462,49,110.01,116.51,6.5,20,3.31,0.4908,"[[110.01, 110.09], [110.29, 110.56], [110.62, 110.72], [110.98, 111.02], [111.11, 111.2], [111.29, 111.38], [111.61, 111.83], [111.92, 112.01], [112.1, 112.15], [112.43, 112.51], [112.61, 112.68], [112.92, 113.0], [113.07, 113.15], [113.25, 113.35], [113.69, 113.78], [113.98, 114.41], [114.69, 115.18], [115.27, 115.35], [115.42, 115.83], [116.14, 116.51]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:196155,xc_196155,1,"[0.980348, 0.818717, 0.454288, 0.418838]",0.8187,0.9803,18.97,0.9755,0.925,0.757289,44,82.79,90.03,7.24,26,3.97,0.4517,"[[82.79, 82.89], [83.04, 83.18], [83.26, 83.62], [83.71, 83.81], [84.11, 84.18], [84.26, 84.38], [84.45, 84.53], [84.62, 84.81], [84.91, 84.94], [85.17, 85.27], [85.34, 85.46], [85.54, 85.62], [85.7, 85.82], [85.97, 86.02], [86.11, 86.23], [86.36, 86.47], [86.57, 86.67], [86.85, 87.13], [87.31, 87.76], [88.01, 88.24], [88.46, 88.51], [88.6, 88.92], [89.04, 89.17], [89.25, 89.39], [89.57, 89.83], [89.91, 90.03]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:196155,xc_196155,1,"[0.980348, 0.818717, 0.454288, 0.418838]",0.8187,0.9803,18.25,0.9685,0.9078,0.743215,50,116.89,121.43,4.54,9,2.97,0.3458,"[[116.89, 117.0], [117.11, 117.16], [117.48, 117.55], [117.64, 119.02], [119.31, 119.84], [120.16, 120.48], [120.59, 120.64], [120.88, 121.14], [121.23, 121.43]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:196155,xc_196155,1,"[0.980348, 0.818717, 0.454288, 0.418838]",0.8187,0.9803,16.99,0.9452,0.8663,0.709246,43,77.86,82.42,4.56,12,2.82,0.3816,"[[77.86, 78.32], [78.56, 78.64], [78.71, 79.27], [79.62, 80.0], [80.18, 80.3], [80.36, 80.48], [80.67, 80.78], [80.84, 80.95], [81.23, 81.29], [81.38, 81.77], [81.93, 81.97], [82.03, 82.42]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:196155,xc_196155,1,"[0.980348, 0.818717, 0.454288, 0.418838]",0.8187,0.9803,15.98,0.9493,0.8358,0.684237,19,41.13,44.98,3.85,7,2.36,0.387,"[[41.13, 41.19], [41.29, 41.94], [42.22, 42.77], [43.16, 43.6], [43.89, 44.31], [44.68, 44.86], [44.92, 44.98]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:135970,xc_135970,0,"[0.505059, 0.876048, 0.179352, 0.18438]",0.5051,0.876,23.43,0.982,0.9737,0.491795,23,30.83,35.1,4.27,10,2.76,0.3536,"[[30.83, 31.47], [31.52, 31.59], [31.79, 32.01], [32.14, 32.18], [32.3, 32.63], [32.77, 32.82], [32.93, 33.02], [33.32, 33.89], [34.08, 34.28], [34.55, 35.1]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:135970,xc_135970,0,"[0.505059, 0.876048, 0.179352, 0.18438]",0.5051,0.876,19.9,0.959,0.9317,0.470587,5,3.24,3.93,0.69,4,0.47,0.3188,"[[3.24, 3.29], [3.35, 3.59], [3.68, 3.83], [3.9, 3.93]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:285219,xc_285219,0,"[0.973652, 0.0, 0.0, 0.0]",0.9737,0.9737,16.41,-0.0655,0.4077,0.397015,0,0.28,7.75,7.47,12,5.85,0.2169,"[[0.28, 0.71], [0.83, 1.38], [1.53, 2.14], [2.36, 2.96], [3.18, 3.63], [3.79, 3.85], [3.94, 4.38], [4.43, 4.66], [4.84, 5.79], [5.91, 6.44], [6.67, 7.04], [7.12, 7.75]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:147337,xc_147337,0,"[0.993439, 0.8206, 0.122981, 0.656036]",0.9934,0.9934,14.35,-0.01,0.3895,0.386893,6,8.01,10.48,2.47,4,1.61,0.3482,"[[8.01, 8.67], [9.06, 9.11], [9.25, 9.54], [9.87, 10.48]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:70918,xc_70918,0,"[0.970035, 0.936606, 0.005962, 0.893894]",0.97,0.97,15.49,-0.0953,0.3793,0.367966,12,52.21,53.35,1.14,3,0.93,0.1842,"[[52.21, 52.93], [53.0, 53.11], [53.25, 53.35]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:720907,xc_720907,0,"[0.97686, 0.0, 0.0, 0.0]",0.9769,0.9769,8.49,0.8916,0.3673,0.358773,3,6.2,6.63,0.43,2,0.3,0.3023,"[[6.2, 6.42], [6.55, 6.63]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:147684,xc_147684,3,"[0.0, 0.0, 0.0, 0.868416]",0.8684,0.8684,9.66,0.7226,0.4089,0.355083,13,17.9,18.09,0.19,2,0.11,0.4211,"[[17.9, 17.96], [18.04, 18.09]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:70918,xc_70918,0,"[0.970035, 0.936606, 0.005962, 0.893894]",0.97,0.97,14.45,-0.0935,0.3588,0.348052,2,12.55,15.8,3.25,6,2.4,0.2615,"[[12.55, 13.08], [13.34, 13.44], [13.54, 13.85], [14.09, 14.7], [14.84, 15.2], [15.31, 15.8]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:167108,xc_167108,3,"[0.011252, 0.008705, 0.019805, 0.969535]",0.9695,0.9695,14.41,-0.1236,0.3461,0.3355,4,6.89,7.08,0.19,1,0.19,0.0,"[[6.89, 7.08]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:668833,xc_668833,0,"[0.91293, 0.0, 0.0, 0.0]",0.9129,0.9129,10.45,0.3619,0.3636,0.331956,0,0.12,0.9,0.78,4,0.33,0.5769,"[[0.12, 0.18], [0.24, 0.34], [0.58, 0.7], [0.85, 0.9]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:1030085,xc_1030085,0,"[0.910509, 0.0, 0.0, 0.0]",0.9105,0.9105,10.58,0.3006,0.3534,0.321758,248,413.69,416.21,2.52,4,1.78,0.2937,"[[413.69, 414.19], [414.59, 415.47], [415.66, 416.0], [416.15, 416.21]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:219028,xc_219028,3,"[0.0, 0.0, 0.707733, 0.610406]",0.6104,0.7077,19.49,0.1098,0.5245,0.320158,1,3.97,9.75,5.78,15,3.4,0.4118,"[[3.97, 4.4], [4.72, 4.78], [4.86, 4.96], [5.06, 5.49], [5.57, 6.56], [6.7, 6.79], [7.07, 7.12], [7.19, 7.59], [7.87, 7.96], [8.17, 8.39], [8.54, 8.63], [9.02, 9.05], [9.12, 9.26], [9.36, 9.4], [9.51, 9.75]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:298741,xc_298741,0,"[0.955835, 0.0, 0.0, 0.0]",0.9558,0.9558,13.34,-0.1101,0.3255,0.311147,1,1.62,9.56,7.94,19,4.9,0.3829,"[[1.62, 1.73], [1.91, 1.99], [2.17, 2.24], [2.32, 2.36], [2.71, 2.93], [3.02, 3.11], [3.42, 3.49], [3.72, 3.78], [3.84, 4.31], [4.36, 4.62], [4.7, 4.95], [5.06, 5.35], [5.47, 5.87], [6.0, 6.31], [6.54, 7.01], [7.13, 7.43], [7.64, 8.09], [8.22, 8.56], [8.94, 9.56]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:285219,xc_285219,0,"[0.973652, 0.0, 0.0, 0.0]",0.9737,0.9737,11.43,0.043,0.3159,0.307558,1,8.02,9.25,1.23,2,1.02,0.1707,"[[8.02, 8.47], [8.68, 9.25]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:147337,xc_147337,0,"[0.993439, 0.8206, 0.122981, 0.656036]",0.9934,0.9934,12.68,-0.1076,0.3083,0.306289,5,6.69,7.52,0.83,2,0.62,0.253,"[[6.69, 7.23], [7.44, 7.52]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:1030085,xc_1030085,0,"[0.910509, 0.0, 0.0, 0.0]",0.9105,0.9105,10.6,0.2206,0.3325,0.30274,145,226.5,226.81,0.31,2,0.15,0.5161,"[[226.5, 226.58], [226.74, 226.81]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:161277,xc_161277,0,"[0.999276, 0.0, 0.048814, 0.0]",0.9993,0.9993,24.92,-0.6906,0.2966,0.296414,10,37.84,38.4,0.56,1,0.56,0.0,"[[37.84, 38.4]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:161280,xc_161280,3,"[0.467723, 0.016189, 0.024938, 0.998325]",0.9983,0.9983,22.78,-0.9519,0.2937,0.293152,27,80.31,81.92,1.61,5,0.99,0.3851,"[[80.31, 80.83], [80.88, 80.94], [81.12, 81.15], [81.34, 81.41], [81.61, 81.92]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:161277,xc_161277,0,"[0.999276, 0.0, 0.048814, 0.0]",0.9993,0.9993,22.12,-0.8322,0.2923,0.292092,3,16.16,17.92,1.76,3,1.34,0.2386,"[[16.16, 16.45], [16.74, 16.96], [17.09, 17.92]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:161280,xc_161280,3,"[0.467723, 0.016189, 0.024938, 0.998325]",0.9983,0.9983,22.15,-0.9079,0.2924,0.291871,5,10.59,18.53,7.94,22,4.53,0.4295,"[[10.59, 10.68], [10.83, 11.0], [11.08, 11.24], [11.43, 11.9], [12.0, 12.04], [12.11, 12.24], [12.5, 12.83], [12.92, 12.95], [13.11, 13.77], [14.04, 14.39], [14.66, 14.73], [14.91, 15.21], [15.27, 15.3], [15.56, 15.63], [15.72, 15.99], [16.05, 16.26], [16.33, 16.38], [16.46, 16.79], [17.04, 17.12], [17.25, 17.59], [17.88, 17.94], [18.24, 18.53]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:161280,xc_161280,3,"[0.467723, 0.016189, 0.024938, 0.998325]",0.9983,0.9983,22.06,-0.8742,0.2921,0.291652,38,99.14,103.75,4.61,11,2.84,0.3839,"[[99.14, 99.59], [99.84, 100.0], [100.2, 100.49], [100.55, 100.78], [100.94, 101.02], [101.34, 101.61], [101.67, 101.73], [101.98, 102.72], [102.88, 103.17], [103.36, 103.58], [103.7, 103.75]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:161280,xc_161280,3,"[0.467723, 0.016189, 0.024938, 0.998325]",0.9983,0.9983,21.85,-0.9286,0.2917,0.291163,7,20.42,23.05,2.63,6,1.51,0.4259,"[[20.42, 20.85], [21.06, 21.09], [21.38, 21.42], [21.73, 22.1], [22.35, 22.72], [22.78, 23.05]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:161277,xc_161277,0,"[0.999276, 0.0, 0.048814, 0.0]",0.9993,0.9993,21.58,-0.897,0.291,0.290779,7,32.48,33.32,0.84,4,0.58,0.3095,"[[32.48, 32.78], [32.86, 33.04], [33.1, 33.13], [33.25, 33.32]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:161280,xc_161280,3,"[0.467723, 0.016189, 0.024938, 0.998325]",0.9983,0.9983,21.53,-0.8392,0.2909,0.290363,17,53.2,54.69,1.49,6,0.99,0.3356,"[[53.2, 53.24], [53.29, 53.63], [53.7, 53.73], [53.82, 54.14], [54.3, 54.35], [54.48, 54.69]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:161277,xc_161277,0,"[0.999276, 0.0, 0.048814, 0.0]",0.9993,0.9993,20.68,-0.6837,0.2883,0.288082,4,18.33,21.25,2.92,7,1.58,0.4589,"[[18.33, 18.45], [18.71, 18.82], [18.94, 19.03], [19.27, 19.37], [19.62, 20.6], [20.82, 20.87], [21.12, 21.25]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:70918,xc_70918,0,"[0.970035, 0.936606, 0.005962, 0.893894]",0.97,0.97,12.21,-0.105,0.2953,0.286395,11,47.15,51.65,4.5,11,3.05,0.3222,"[[47.15, 47.24], [47.33, 48.17], [48.33, 48.47], [48.54, 49.27], [49.36, 49.43], [49.59, 49.62], [49.75, 49.88], [50.18, 50.28], [50.36, 50.48], [50.64, 51.08], [51.29, 51.65]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:161276,xc_161276,0,"[0.946475, 0.0, 0.0, 0.03289]",0.9465,0.9465,30.02,-0.9541,0.2993,0.283252,0,0.4,1.47,1.07,3,0.77,0.2804,"[[0.4, 0.67], [0.74, 1.21], [1.44, 1.47]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:161276,xc_161276,0,"[0.946475, 0.0, 0.0, 0.03289]",0.9465,0.9465,20.65,-0.9755,0.2882,0.272783,2,3.29,5.49,2.2,6,1.52,0.3091,"[[3.29, 3.84], [4.07, 4.33], [4.5, 4.55], [4.63, 4.66], [4.78, 5.2], [5.28, 5.49]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:161277,xc_161277,0,"[0.999276, 0.0, 0.048814, 0.0]",0.9993,0.9993,17.37,-0.7594,0.2704,0.270197,5,21.66,29.28,7.62,17,4.84,0.3648,"[[21.66, 21.96], [22.2, 22.61], [22.77, 22.86], [22.91, 23.19], [23.33, 23.6], [23.71, 23.78], [24.18, 24.21], [24.33, 24.44], [24.74, 25.74], [25.84, 26.33], [26.45, 26.49], [26.72, 27.0], [27.07, 27.15], [27.33, 27.57], [27.65, 27.86], [28.18, 28.76], [28.92, 29.28]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:720907,xc_720907,0,"[0.97686, 0.0, 0.0, 0.0]",0.9769,0.9769,17.76,-0.5402,0.2734,0.26705,4,7.16,8.04,0.88,1,0.88,0.0,"[[7.16, 8.04]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:143579,xc_143579,0,"[0.986838, 0.020025, 0.0, 0.023708]",0.9868,0.9868,17.32,-0.9666,0.27,0.266406,1,3.45,4.88,1.43,3,1.15,0.1958,"[[3.45, 3.86], [4.03, 4.42], [4.53, 4.88]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:379833,xc_379833,3,"[0.0, 0.0, 0.029178, 0.997059]",0.9971,0.9971,16.95,-0.9346,0.2668,0.266034,1,9.2,10.46,1.26,2,1.03,0.1825,"[[9.2, 9.77], [10.0, 10.46]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:143579,xc_143579,0,"[0.986838, 0.020025, 0.0, 0.023708]",0.9868,0.9868,17.22,-0.9787,0.2692,0.265604,0,0.86,2.99,2.13,9,1.08,0.493,"[[0.86, 0.98], [1.05, 1.15], [1.23, 1.26], [1.43, 1.73], [1.96, 2.03], [2.18, 2.25], [2.33, 2.37], [2.45, 2.56], [2.75, 2.99]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:452101,xc_452101,3,"[0.565478, 0.0, 0.01336, 0.944158]",0.9442,0.9442,18.5,-0.9721,0.2783,0.262769,6,9.11,13.09,3.98,6,2.79,0.299,"[[9.11, 9.78], [10.15, 10.75], [10.8, 10.85], [11.0, 11.74], [12.12, 12.74], [12.98, 13.09]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:70918,xc_70918,0,"[0.970035, 0.936606, 0.005962, 0.893894]",0.97,0.97,12.31,-0.1958,0.268,0.259914,9,38.08,42.7,4.62,11,2.89,0.3745,"[[38.08, 38.8], [38.87, 38.96], [39.1, 39.33], [39.39, 39.43], [39.73, 40.24], [40.34, 40.42], [40.62, 40.71], [40.99, 41.05], [41.37, 41.72], [41.93, 42.0], [42.05, 42.7]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:1030085,xc_1030085,0,"[0.910509, 0.0, 0.0, 0.0]",0.9105,0.9105,10.86,0.0106,0.285,0.259485,89,143.2,145.48,2.28,4,1.41,0.3816,"[[143.2, 143.66], [144.0, 144.76], [145.01, 145.11], [145.39, 145.48]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:167108,xc_167108,3,"[0.011252, 0.008705, 0.019805, 0.969535]",0.9695,0.9695,16.3,-0.3877,0.2659,0.257815,3,6.18,6.29,0.11,1,0.11,0.0,"[[6.18, 6.29]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:610379,xc_610379,0,"[0.384549, 0.0, 0.0, 0.0]",0.3845,0.3845,14.62,0.6592,0.6636,0.255165,0,0.86,5.47,4.61,9,2.81,0.3905,"[[0.86, 0.89], [1.22, 1.41], [1.67, 2.89], [3.18, 3.31], [3.42, 3.5], [3.66, 3.71], [3.98, 4.62], [4.86, 5.23], [5.37, 5.47]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:627082,xc_627082,0,"[0.811063, 0.0, 0.0, 0.043658]",0.8111,0.8111,7.64,0.8986,0.3131,0.253953,3,10.37,10.57,0.2,1,0.2,0.0,"[[10.37, 10.57]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:147684,xc_147684,3,"[0.0, 0.0, 0.0, 0.868416]",0.8684,0.8684,22.16,-0.7099,0.2924,0.253899,7,12.29,13.93,1.64,5,1.12,0.3171,"[[12.29, 12.68], [12.9, 12.94], [13.01, 13.12], [13.2, 13.6], [13.75, 13.93]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:161276,xc_161276,0,"[0.946475, 0.0, 0.0, 0.03289]",0.9465,0.9465,17.02,-0.9448,0.2675,0.25315,7,11.72,14.54,2.82,7,2.0,0.2908,"[[11.72, 12.21], [12.26, 12.32], [12.65, 12.73], [12.91, 13.42], [13.55, 13.82], [13.87, 13.92], [14.0, 14.54]]",bird-mixit+tweetynet
greegr,Ardea alba,xc:70918,xc_70918,0,"[0.970035, 0.936606, 0.005962, 0.893894]",0.97,0.97,8.9,0.2247,0.2561,0.248386,1,4.43,12.02,7.59,18,5.3,0.3017,"[[4.43, 4.72], [4.78, 4.97], [5.05, 5.25], [5.35, 5.67], [5.82, 6.18], [6.4, 6.55], [6.61, 6.94], [7.07, 7.14], [7.26, 7.39], [7.53, 7.97], [8.09, 8.25], [8.33, 9.07], [9.24, 9.47], [9.56, 9.75], [9.91, 10.33], [10.43, 10.73], [10.9, 11.33], [11.67, 12.02]]",bird-mixit+tweetynet
