species_code,recording_id,safe_id,bout_idx,note_idx,note_onset,note_offset,cluster_id,cluster_prob,quality_score
eutspa,xc:656912,xc_656912,9,2,23.22,23.4,5,0.7907,0.5942
eutspa,xc:185713,xc_185713,10,2,30.74,30.92,7,1.0,0.5753
eutspa,xc:656912,xc_656912,13,0,27.74,27.91,5,1.0,0.5621
eutspa,xc:656912,xc_656912,14,8,31.64,31.82,5,0.9613,0.5584
eutspa,xc:656912,xc_656912,8,1,20.73,21.5,5,0.8509,0.5561
eutspa,xc:656912,xc_656912,4,0,12.17,12.56,5,0.9922,0.552
eutspa,xc:185713,xc_185713,1,0,3.77,3.95,7,1.0,0.55
eutspa,xc:185713,xc_185713,2,9,11.2,11.41,7,1.0,0.5469
eutspa,xc:185713,xc_185713,1,10,8.5,8.67,7,0.97,0.5418
eutspa,xc:936174,xc_936174,29,4,41.77,42.15,1,1.0,0.5126
eutspa,xc:936174,xc_936174,17,6,29.36,29.44,1,0.9228,0.4913
eutspa,xc:936174,xc_936174,39,4,84.16,84.25,1,1.0,0.4866
eutspa,xc:936174,xc_936174,39,3,83.99,84.06,1,0.8558,0.4432
eutspa,xc:936174,xc_936174,39,0,82.79,82.89,1,1.0,0.441
gadwal,xc:1021727,xc_1021727,10,1,39.77,40.84,5,0.4978,0.8416
gadwal,xc:1021727,xc_1021727,9,0,32.83,37.47,5,0.647,0.8182
gadwal,xc:1021727,xc_1021727,10,0,37.58,39.71,5,0.647,0.8134
gadwal,xc:1021727,xc_1021727,10,4,42.37,43.72,5,0.4392,0.8079
gadwal,xc:622760,xc_622760,18,0,46.83,47.01,0,1.0,0.7916
gadwal,xc:622760,xc_622760,19,0,50.42,50.61,0,1.0,0.788
gadwal,xc:1021727,xc_1021727,8,0,24.83,32.83,5,0.647,0.7783
gadwal,xc:622760,xc_622760,1,0,1.44,1.67,0,0.93,0.7652
gadwal,xc:622760,xc_622760,44,0,83.84,84.03,0,0.9862,0.7566
gadwal,xc:284792,xc_284792,1,5,4.95,5.27,4,1.0,0.737
gadwal,xc:963992,xc_963992,1,0,5.94,6.26,6,0.7757,0.7109
gadwal,xc:651967,xc_651967,17,3,74.27,78.99,6,0.7956,0.708
gadwal,xc:284792,xc_284792,1,3,3.85,4.25,4,1.0,0.6968
gadwal,xc:548049,xc_548049,3,3,14.21,14.45,4,1.0,0.6879
gadwal,xc:963992,xc_963992,2,3,12.62,12.96,6,0.7757,0.6814
gadwal,xc:548049,xc_548049,1,0,0.34,2.77,4,1.0,0.6798
gadwal,xc:963992,xc_963992,1,1,6.37,7.12,6,0.7757,0.6773
gadwal,xc:963992,xc_963992,2,1,11.38,11.92,6,0.7757,0.6591
gadwal,xc:1021729,xc_1021729,18,1,41.1,41.19,3,1.0,0.659
gadwal,xc:651967,xc_651967,1,5,5.39,6.52,6,0.8199,0.6579
gadwal,xc:963992,xc_963992,2,0,10.98,11.32,6,0.7757,0.6513
gadwal,xc:651967,xc_651967,8,3,29.74,30.29,6,0.8341,0.6463
gadwal,xc:651967,xc_651967,12,6,45.92,50.76,6,0.9754,0.6426
gadwal,xc:357526,xc_357526,2,8,12.99,13.55,8,0.9926,0.6423
gadwal,xc:651967,xc_651967,2,0,8.89,10.91,6,0.9754,0.6222
gadwal,xc:357526,xc_357526,3,3,17.97,18.54,8,1.0,0.6205
gadwal,xc:595438,xc_595438,15,0,48.7,48.9,7,0.9571,0.6203
gadwal,xc:357526,xc_357526,11,2,49.41,49.88,9,1.0,0.6176
gadwal,xc:707600,xc_707600,1,1,2.21,2.41,7,0.9571,0.6138
gadwal,xc:357526,xc_357526,11,1,48.96,49.24,8,1.0,0.6057
gadwal,xc:1021729,xc_1021729,1,1,5.24,5.32,3,0.9728,0.6034
gadwal,xc:357526,xc_357526,2,3,10.98,11.35,9,1.0,0.6003
gadwal,xc:595438,xc_595438,17,1,50.9,51.1,7,0.9191,0.5978
gadwal,xc:595438,xc_595438,5,0,23.98,24.92,7,1.0,0.5956
gadwal,xc:1021729,xc_1021729,14,0,33.64,33.76,3,1.0,0.5954
gadwal,xc:539308,xc_539308,9,0,23.18,30.45,1,0.4767,0.5797
gadwal,xc:707600,xc_707600,4,0,8.55,8.73,7,0.9571,0.5722
gadwal,xc:595438,xc_595438,8,1,33.74,35.55,7,1.0,0.5617
gadwal,xc:539308,xc_539308,11,4,38.02,39.04,1,1.0,0.5604
gadwal,xc:622760,xc_622760,5,1,9.8,10.09,2,1.0,0.5586
gadwal,xc:548049,xc_548049,6,4,21.13,21.34,2,1.0,0.5563
gadwal,xc:539308,xc_539308,4,3,5.9,6.96,1,0.952,0.5524
gadwal,xc:883856,xc_883856,5,0,11.99,15.3,10,1.0,0.5494
gadwal,xc:539308,xc_539308,8,0,15.18,23.18,1,0.7746,0.5458
gadwal,xc:539308,xc_539308,7,0,11.43,13.59,1,0.9485,0.5412
gadwal,xc:883856,xc_883856,6,3,18.9,20.39,10,1.0,0.5284
gadwal,xc:883856,xc_883856,6,0,15.42,18.16,10,1.0,0.5005
gadwal,xc:883856,xc_883856,4,0,4.38,11.94,10,1.0,0.499
gadwal,xc:707600,xc_707600,3,0,7.44,7.57,10,0.8102,0.498
gadwal,xc:595438,xc_595438,11,0,38.35,38.57,10,0.865,0.4782
gnwtea,xc:533237,xc_533237,7,1,14.36,14.54,6,1.0,0.8436
gnwtea,xc:533237,xc_533237,32,0,58.23,58.41,6,1.0,0.8407
gnwtea,xc:533237,xc_533237,26,0,45.65,45.91,6,1.0,0.786
gnwtea,xc:533237,xc_533237,0,1,1.0,1.55,6,1.0,0.7574
gnwtea,xc:365480,xc_365480,5,0,10.21,10.48,1,1.0,0.7544
gnwtea,xc:533237,xc_533237,32,2,59.09,59.24,6,1.0,0.7506
gnwtea,xc:365480,xc_365480,7,0,12.13,12.29,1,1.0,0.746
gnwtea,xc:1009913,xc_1009913,3,0,7.84,8.04,2,0.9779,0.7368
gnwtea,xc:787239,xc_787239,3,0,4.37,4.51,5,1.0,0.7263
gnwtea,xc:787239,xc_787239,6,3,8.24,8.38,5,0.868,0.7203
gnwtea,xc:787239,xc_787239,5,0,6.75,6.88,5,0.9596,0.7088
gnwtea,xc:365480,xc_365480,6,1,11.15,11.32,1,1.0,0.7086
gnwtea,xc:365480,xc_365480,4,10,9.3,9.49,1,1.0,0.705
gnwtea,xc:365480,xc_365480,4,8,8.37,8.64,1,1.0,0.7028
gnwtea,xc:787239,xc_787239,26,0,43.38,43.5,5,1.0,0.7012
gnwtea,xc:787239,xc_787239,32,0,48.42,48.54,5,0.9018,0.6946
gnwtea,xc:1009913,xc_1009913,4,2,9.2,9.38,2,1.0,0.6477
gnwtea,xc:653711,xc_653711,13,0,32.11,32.36,0,1.0,0.6418
gnwtea,xc:1009913,xc_1009913,4,0,8.62,8.8,2,1.0,0.6414
gnwtea,xc:653711,xc_653711,12,1,31.04,31.2,0,1.0,0.6369
gnwtea,xc:653711,xc_653711,12,0,30.66,30.82,0,0.8752,0.6329
gnwtea,xc:1009913,xc_1009913,2,14,7.18,7.35,2,1.0,0.6292
gnwtea,xc:1025891,xc_1025891,3,1,6.3,6.47,2,0.9779,0.6181
gnwtea,xc:1068699,xc_1068699,0,4,1.36,1.86,4,0.9157,0.6104
gnwtea,xc:1068699,xc_1068699,1,1,2.91,3.28,4,0.9157,0.6056
gnwtea,xc:1068699,xc_1068699,19,6,25.92,26.06,3,1.0,0.6009
gnwtea,xc:1068699,xc_1068699,37,2,62.4,62.62,4,0.9962,0.5829
gnwtea,xc:653711,xc_653711,12,2,31.46,31.64,0,1.0,0.5795
gnwtea,xc:1009913,xc_1009913,4,4,9.69,10.0,2,1.0,0.5568
gnwtea,xc:1068699,xc_1068699,30,1,45.62,46.45,4,0.9144,0.5498
gnwtea,xc:653711,xc_653711,11,0,29.79,29.98,0,1.0,0.5298
gnwtea,xc:1025891,xc_1025891,5,0,8.57,8.67,2,0.941,0.5273
gnwtea,xc:641380,xc_641380,8,0,12.44,12.56,4,1.0,0.5066
gnwtea,xc:641380,xc_641380,7,3,11.53,11.66,4,1.0,0.4941
gnwtea,xc:641380,xc_641380,9,0,13.44,13.64,4,1.0,0.4843
graher1,xc:717824,xc_717824,2,0,4.58,5.14,2,1.0,0.823
graher1,xc:717824,xc_717824,1,0,3.27,3.88,2,1.0,0.7736
graher1,xc:717824,xc_717824,0,0,2.05,2.59,2,0.9349,0.7732
graher1,xc:781315,xc_781315,10,0,17.7,18.17,4,0.8742,0.7137
graher1,xc:196217,xc_196217,0,1,0.58,0.92,0,1.0,0.6922
graher1,xc:831392,xc_831392,5,0,36.2,36.49,1,0.8404,0.6844
graher1,xc:781315,xc_781315,7,1,10.14,10.45,4,0.8309,0.6817
graher1,xc:831392,xc_831392,31,0,134.02,134.4,1,0.8526,0.6746
graher1,xc:957951,xc_957951,2,4,8.73,9.21,3,0.9386,0.6626
graher1,xc:196217,xc_196217,17,0,32.73,33.29,0,1.0,0.6601
graher1,xc:781315,xc_781315,6,0,8.45,8.7,4,0.942,0.656
graher1,xc:196217,xc_196217,0,4,2.89,3.62,0,0.8836,0.6557
graher1,xc:738682,xc_738682,13,2,33.29,34.07,2,1.0,0.6467
graher1,xc:957951,xc_957951,2,2,7.4,7.84,3,1.0,0.6448
graher1,xc:831392,xc_831392,28,0,129.34,129.87,1,1.0,0.644
graher1,xc:196217,xc_196217,1,1,7.61,8.18,0,1.0,0.6323
graher1,xc:781315,xc_781315,9,1,14.21,14.45,4,0.9508,0.6283
graher1,xc:831392,xc_831392,24,0,121.1,121.45,1,0.8327,0.6282
graher1,xc:831392,xc_831392,27,0,126.92,127.35,1,1.0,0.6175
graher1,xc:781315,xc_781315,9,3,15.06,15.32,4,0.8852,0.6156
graher1,xc:957951,xc_957951,5,1,21.66,21.76,3,0.933,0.6122
graher1,xc:738682,xc_738682,8,0,16.59,17.34,2,1.0,0.6079
graher1,xc:196217,xc_196217,0,7,4.56,4.88,0,1.0,0.6067
graher1,xc:957951,xc_957951,5,3,22.16,22.37,3,1.0,0.6037
graher1,xc:957951,xc_957951,2,7,10.19,10.39,3,1.0,0.6016
graher1,xc:801934,xc_801934,4,4,8.34,8.55,6,1.0,0.5916
graher1,xc:937807,xc_937807,4,1,6.59,6.86,4,1.0,0.5708
graher1,xc:801934,xc_801934,1,1,2.93,3.0,6,0.7196,0.5675
graher1,xc:801934,xc_801934,10,0,21.33,21.69,6,1.0,0.565
graher1,xc:937807,xc_937807,8,0,10.1,10.46,4,0.9576,0.5643
graher1,xc:937807,xc_937807,7,0,8.9,9.21,4,1.0,0.5623
graher1,xc:636469,xc_636469,8,0,41.62,43.93,5,1.0,0.5583
graher1,xc:801934,xc_801934,9,3,19.41,19.55,6,0.7318,0.5527
graher1,xc:801934,xc_801934,4,2,7.68,8.16,6,0.964,0.551
graher1,xc:937807,xc_937807,6,0,8.11,8.29,4,1.0,0.5496
graher1,xc:937807,xc_937807,5,0,7.33,7.55,4,1.0,0.548
graher1,xc:636469,xc_636469,0,4,2.19,6.33,5,1.0,0.5433
graher1,xc:636469,xc_636469,4,1,23.69,29.76,5,1.0,0.5396
graher1,xc:636469,xc_636469,2,1,14.96,18.0,5,0.8757,0.5369
graher1,xc:636469,xc_636469,5,0,29.88,37.88,5,0.8075,0.5364
grcgre1,xc:147184,xc_147184,0,5,1.54,1.72,0,0.7872,0.7821
grcgre1,xc:592110,xc_592110,9,2,27.41,28.17,1,0.9405,0.7553
grcgre1,xc:579195,xc_579195,37,17,55.36,55.53,2,1.0,0.747
grcgre1,xc:147184,xc_147184,0,4,1.23,1.41,0,0.81,0.7423
grcgre1,xc:592110,xc_592110,2,0,6.1,10.83,1,0.9509,0.7185
grcgre1,xc:592110,xc_592110,4,2,12.71,13.82,1,0.8313,0.7128
grcgre1,xc:579195,xc_579195,37,7,51.01,51.2,2,1.0,0.7102
grcgre1,xc:592110,xc_592110,2,2,11.16,11.5,1,1.0,0.7084
grcgre1,xc:147184,xc_147184,0,2,0.64,0.82,0,0.8933,0.7043
grcgre1,xc:592110,xc_592110,8,7,22.9,23.11,1,0.9411,0.7014
grcgre1,xc:147184,xc_147184,0,0,0.04,0.21,0,0.9306,0.6985
grcgre1,xc:147184,xc_147184,0,1,0.31,0.48,0,0.911,0.6902
grcgre1,xc:579195,xc_579195,37,8,51.44,51.56,2,1.0,0.6744
grcgre1,xc:662840,xc_662840,1,4,2.42,2.71,2,0.9676,0.6453
grcgre1,xc:579195,xc_579195,78,1,122.28,122.54,2,0.9724,0.645
grcgre1,xc:579195,xc_579195,37,4,50.17,50.42,2,1.0,0.6405
grcgre1,xc:363743,xc_363743,12,0,46.61,47.45,2,0.9552,0.5247
grcgre1,xc:363743,xc_363743,4,0,23.18,23.37,2,0.9796,0.5179
grecor,xc:214292,xc_214292,17,0,75.15,75.97,0,1.0,0.8016
grecor,xc:214292,xc_214292,13,5,60.86,64.28,0,1.0,0.7776
grecor,xc:214292,xc_214292,26,0,104.81,111.27,0,1.0,0.7691
grecor,xc:214292,xc_214292,1,0,6.8,11.98,0,1.0,0.7629
grecor,xc:214292,xc_214292,35,0,127.81,133.35,0,1.0,0.7573
grecor,xc:372106,xc_372106,11,9,44.69,45.36,3,0.7413,0.7097
grecor,xc:308865,xc_308865,12,4,51.78,52.49,3,0.7308,0.6851
grecor,xc:308865,xc_308865,13,0,53.33,53.78,3,0.7129,0.6772
grecor,xc:372106,xc_372106,1,3,3.25,8.25,3,0.8433,0.6611
grecor,xc:372106,xc_372106,11,10,45.54,46.03,3,0.7105,0.6515
grecor,xc:372106,xc_372106,12,7,52.45,53.34,3,0.8129,0.6495
grecor,xc:372106,xc_372106,19,0,77.13,79.27,3,0.8565,0.6487
grecor,xc:625356,xc_625356,11,4,52.9,53.13,4,0.8946,0.6461
grecor,xc:625356,xc_625356,16,8,74.31,75.45,4,0.8946,0.6379
grecor,xc:625356,xc_625356,5,8,31.37,31.59,2,0.9721,0.6339
grecor,xc:308865,xc_308865,22,3,73.23,74.16,3,0.7371,0.6137
grecor,xc:625356,xc_625356,5,3,27.16,27.59,2,1.0,0.6026
grecor,xc:625356,xc_625356,6,1,33.19,33.65,2,1.0,0.595
grecor,xc:518940,xc_518940,0,2,1.94,5.9,4,0.8885,0.5321
grecor,xc:626272,xc_626272,10,5,36.78,37.63,4,0.8894,0.5294
grecor,xc:626272,xc_626272,6,0,18.14,19.34,4,0.8885,0.5275
grecor,xc:987722,xc_987722,1,7,6.97,7.3,4,0.9877,0.5124
grecor,xc:987722,xc_987722,1,4,5.81,6.16,4,1.0,0.5065
grecor,xc:987722,xc_987722,0,9,2.81,3.0,4,1.0,0.4984
grecor,xc:987722,xc_987722,1,6,6.43,6.8,4,1.0,0.495
greegr,xc:161280,xc_161280,12,4,59.45,59.86,2,0.9267,0.854
greegr,xc:161280,xc_161280,5,12,26.0,26.28,2,0.8702,0.8468
greegr,xc:161280,xc_161280,24,6,108.98,110.31,2,0.8882,0.7992
greegr,xc:161280,xc_161280,3,0,15.55,16.92,2,0.9954,0.7918
greegr,xc:161280,xc_161280,1,4,3.42,4.71,2,1.0,0.7835
greegr,xc:196155,xc_196155,30,2,122.48,123.02,1,0.5478,0.6306
greegr,xc:196155,xc_196155,29,1,120.15,120.68,1,0.478,0.6215
greegr,xc:196155,xc_196155,30,3,123.14,123.62,1,0.5562,0.6164
greegr,xc:196155,xc_196155,19,0,86.34,87.25,1,0.7011,0.6099
greegr,xc:196155,xc_196155,16,2,72.38,74.78,1,0.7364,0.5929
greegr,xc:44035,xc_44035,2,0,2.03,2.51,0,0.887,0.5694
greegr,xc:1034339,xc_1034339,1,2,3.23,3.56,0,1.0,0.5643
greegr,xc:1034339,xc_1034339,1,1,2.87,3.11,0,1.0,0.5424
greegr,xc:1034339,xc_1034339,1,4,4.2,4.48,0,1.0,0.5415
greegr,xc:1034339,xc_1034339,1,6,5.15,5.42,0,1.0,0.5315
greegr,xc:44035,xc_44035,5,2,6.94,7.55,0,0.9153,0.5168
greegr,xc:1034339,xc_1034339,3,1,8.21,8.47,0,1.0,0.4512
greegr,xc:1069511,xc_1069511,5,0,4.56,4.79,0,0.9134,0.4478
grywag,xc:485891,xc_485891,12,0,18.59,18.88,3,1.0,0.832
grywag,xc:485891,xc_485891,9,0,14.73,15.09,3,1.0,0.8318
grywag,xc:485891,xc_485891,5,0,8.6,8.88,3,1.0,0.8273
grywag,xc:485891,xc_485891,3,0,5.61,5.89,3,1.0,0.8266
grywag,xc:27018,xc_27018,7,0,31.39,39.39,1,1.0,0.8219
grywag,xc:27018,xc_27018,19,0,78.95,86.95,1,0.8698,0.7757
grywag,xc:324349,xc_324349,8,0,64.37,67.36,0,0.6659,0.7492
grywag,xc:722424,xc_722424,28,0,42.25,42.45,4,0.9948,0.7475
grywag,xc:324350,xc_324350,5,0,24.75,32.75,0,1.0,0.7464
grywag,xc:27018,xc_27018,10,0,40.65,48.65,1,1.0,0.7447
grywag,xc:324350,xc_324350,4,0,16.75,24.75,0,0.7811,0.7387
grywag,xc:507377,xc_507377,30,0,52.78,53.63,7,1.0,0.7282
grywag,xc:27018,xc_27018,0,0,0.02,2.8,1,0.874,0.726
grywag,xc:324349,xc_324349,1,0,8.37,16.37,0,1.0,0.7246
grywag,xc:324349,xc_324349,7,0,56.37,64.37,0,1.0,0.7244
grywag,xc:324349,xc_324349,0,0,0.37,8.37,0,0.7811,0.7224
grywag,xc:507377,xc_507377,71,0,97.73,97.86,5,1.0,0.7183
grywag,xc:27018,xc_27018,11,0,48.65,53.59,1,1.0,0.7178
grywag,xc:507377,xc_507377,55,0,77.4,78.14,7,0.9961,0.7158
grywag,xc:722424,xc_722424,19,0,31.38,31.57,4,0.9948,0.707
grywag,xc:507377,xc_507377,12,0,33.8,33.93,5,1.0,0.7047
grywag,xc:722424,xc_722424,18,0,30.55,30.71,4,0.9948,0.6994
grywag,xc:722424,xc_722424,23,0,36.16,36.36,4,0.9948,0.6819
grywag,xc:507377,xc_507377,36,1,57.73,58.51,7,1.0,0.671
grywag,xc:388636,xc_388636,1,1,2.27,3.39,9,0.6896,0.6662
grywag,xc:388636,xc_388636,2,0,4.76,4.93,9,0.6896,0.6626
grywag,xc:388636,xc_388636,0,2,0.87,0.98,9,0.6896,0.621
grywag,xc:608016,xc_608016,10,0,17.27,17.57,2,0.8941,0.6203
grywag,xc:388636,xc_388636,1,2,3.65,3.76,9,0.6896,0.5911
grywag,xc:388636,xc_388636,0,0,0.08,0.17,9,0.6896,0.576
grywag,xc:608016,xc_608016,4,1,6.0,6.53,2,0.6765,0.5643
grywag,xc:432286,xc_432286,7,5,38.56,38.69,9,0.9802,0.5568
grywag,xc:432286,xc_432286,13,2,50.67,50.84,9,0.8364,0.5481
grywag,xc:722424,xc_722424,28,1,42.63,42.9,4,0.9576,0.5473
grywag,xc:432286,xc_432286,13,4,51.22,51.41,9,0.8144,0.5438
grywag,xc:432286,xc_432286,7,8,39.33,39.49,9,0.9875,0.541
grywag,xc:432286,xc_432286,8,1,40.68,40.76,9,0.8882,0.5405
grywag,xc:608016,xc_608016,13,1,21.85,22.13,2,1.0,0.5274
grywag,xc:696159,xc_696159,0,0,0.02,8.02,8,1.0,0.513
grywag,xc:608016,xc_608016,4,0,5.57,5.93,2,1.0,0.5059
grywag,xc:485891,xc_485891,0,0,0.22,0.62,4,0.9948,0.5036
grywag,xc:608016,xc_608016,6,0,12.93,13.38,2,1.0,0.5001
jabwar,xc:285848,xc_285848,5,9,27.87,28.92,2,1.0,0.8228
jabwar,xc:285699,xc_285699,12,0,48.33,54.52,2,1.0,0.8062
jabwar,xc:285699,xc_285699,1,0,0.72,6.44,2,1.0,0.8043
jabwar,xc:285848,xc_285848,4,2,21.77,22.86,2,1.0,0.8022
jabwar,xc:285848,xc_285848,10,3,46.59,46.86,0,1.0,0.7891
jabwar,xc:285848,xc_285848,3,14,19.68,20.15,2,1.0,0.7855
jabwar,xc:285848,xc_285848,2,0,8.19,10.04,2,1.0,0.7829
jabwar,xc:385100,xc_385100,2,4,10.57,10.72,6,1.0,0.7683
jabwar,xc:385100,xc_385100,7,5,28.4,28.58,8,0.9082,0.7579
jabwar,xc:385100,xc_385100,7,0,26.78,26.96,8,1.0,0.7464
jabwar,xc:581688,xc_581688,38,0,81.89,82.18,7,0.9118,0.7424
jabwar,xc:385100,xc_385100,7,1,27.04,27.22,8,0.9962,0.74
jabwar,xc:581688,xc_581688,10,8,29.27,29.58,7,0.9728,0.7135
jabwar,xc:385100,xc_385100,7,2,27.34,27.48,5,1.0,0.711
jabwar,xc:581688,xc_581688,11,2,30.87,31.54,7,0.9158,0.7003
jabwar,xc:581688,xc_581688,31,0,74.22,74.29,7,0.8917,0.6996
jabwar,xc:581688,xc_581688,31,1,74.38,74.52,7,0.8395,0.6917
jabwar,xc:191203,xc_191203,12,7,42.83,42.92,1,0.4174,0.6565
jabwar,xc:191203,xc_191203,6,6,31.25,31.41,1,0.8706,0.6038
jabwar,xc:191203,xc_191203,6,5,30.94,31.1,1,0.8189,0.6012
jabwar,xc:155854,xc_155854,10,1,27.4,27.55,4,0.9291,0.5995
jabwar,xc:191203,xc_191203,5,22,28.64,28.81,1,0.7758,0.5943
jabwar,xc:286125,xc_286125,3,2,17.11,17.31,4,1.0,0.593
jabwar,xc:286125,xc_286125,1,8,8.22,8.41,4,1.0,0.5803
jabwar,xc:191203,xc_191203,1,12,5.12,5.27,1,0.9438,0.5704
jabwar,xc:286125,xc_286125,1,3,4.53,6.13,4,1.0,0.5641
jabwar,xc:286125,xc_286125,2,8,14.69,14.86,4,1.0,0.5617
jabwar,xc:286125,xc_286125,1,0,2.3,2.86,4,0.9188,0.5479
japwag1,ml:620086200,ml_620086200,2,3,2.89,3.0,4,1.0,0.8274
japwag1,xc:704676,xc_704676,2,0,2.1,2.36,2,0.9714,0.7574
japwag1,xc:176437,xc_176437,13,1,16.43,16.71,1,0.5946,0.7245
japwag1,xc:176437,xc_176437,14,0,17.86,18.14,1,0.9157,0.7157
japwag1,xc:176437,xc_176437,12,3,14.92,15.14,0,0.7662,0.6972
japwag1,ml:620086200,ml_620086200,8,4,11.21,11.55,4,1.0,0.6944
japwag1,xc:176437,xc_176437,1,0,0.61,1.09,1,0.8927,0.6844
japwag1,xc:704677,xc_704677,5,1,13.02,13.25,2,0.9714,0.684
japwag1,xc:176437,xc_176437,24,2,31.8,32.21,1,0.9251,0.6816
japwag1,ml:611293787,ml_611293787,3,0,13.86,14.83,6,1.0,0.6766
japwag1,xc:704676,xc_704676,1,1,0.95,1.18,2,0.9714,0.672
japwag1,ml:160012331,ml_160012331,13,1,14.32,14.71,1,0.746,0.6561
japwag1,xc:841047,xc_841047,3,1,9.04,11.09,7,0.8378,0.6548
japwag1,ml:611293787,ml_611293787,2,2,8.77,13.63,6,1.0,0.6453
japwag1,xc:841047,xc_841047,9,0,28.52,33.59,7,1.0,0.6332
japwag1,xc:841047,xc_841047,10,0,33.65,39.89,7,1.0,0.6228
japwag1,xc:841047,xc_841047,3,0,6.13,8.98,7,1.0,0.6224
japwag1,ml:640256369,ml_640256369,4,2,5.51,6.41,5,1.0,0.6201
japwag1,ml:640256369,ml_640256369,5,0,12.5,13.46,5,1.0,0.6189
japwag1,xc:704676,xc_704676,3,2,7.4,7.51,2,1.0,0.6166
japwag1,ml:611293787,ml_611293787,7,0,21.53,22.14,6,1.0,0.6138
japwag1,ml:611293787,ml_611293787,7,1,22.35,22.53,6,1.0,0.6124
japwag1,ml:648118383,ml_648118383,2,0,4.48,4.62,9,1.0,0.6032
japwag1,ml:203968901,ml_203968901,5,0,17.43,17.74,3,0.7654,0.5995
japwag1,xc:454869,xc_454869,5,0,17.43,17.74,3,0.7654,0.5995
japwag1,ml:620086200,ml_620086200,9,2,13.51,14.02,5,1.0,0.5956
japwag1,ml:640256369,ml_640256369,1,2,2.7,2.93,5,1.0,0.5946
japwag1,ml:640256369,ml_640256369,3,1,4.37,4.54,5,1.0,0.5917
japwag1,ml:620086200,ml_620086200,8,0,9.39,9.7,5,1.0,0.5856
japwag1,xc:704677,xc_704677,23,0,28.42,28.54,8,0.7396,0.578
japwag1,ml:648118383,ml_648118383,2,17,10.06,10.3,9,1.0,0.5695
japwag1,xc:454869,xc_454869,6,0,20.53,20.88,3,0.7318,0.5679
japwag1,ml:203968901,ml_203968901,6,0,20.53,20.88,3,0.7318,0.5679
japwag1,ml:203968901,ml_203968901,2,4,6.5,9.1,3,1.0,0.5642
japwag1,xc:454869,xc_454869,2,4,6.5,9.1,3,1.0,0.5642
japwag1,xc:841047,xc_841047,5,4,17.85,18.77,10,1.0,0.5497
japwag1,xc:454869,xc_454869,2,0,1.72,3.51,3,1.0,0.5485
japwag1,ml:203968901,ml_203968901,2,0,1.72,3.51,3,1.0,0.5485
japwag1,ml:170805251,ml_170805251,23,0,31.54,31.61,8,0.7516,0.5475
japwag1,ml:203968901,ml_203968901,2,1,3.59,3.88,3,0.8541,0.542
japwag1,xc:454869,xc_454869,2,1,3.59,3.88,3,0.8541,0.542
japwag1,ml:170805251,ml_170805251,19,2,28.77,28.91,8,0.7412,0.5419
japwag1,ml:648118383,ml_648118383,7,0,19.06,19.23,9,1.0,0.5408
japwag1,ml:648118383,ml_648118383,2,2,5.03,5.12,9,0.7544,0.5388
japwag1,ml:170805251,ml_170805251,9,0,15.38,15.55,8,0.8434,0.5348
japwag1,ml:648118383,ml_648118383,3,2,11.24,11.35,9,1.0,0.534
japwag1,ml:170805251,ml_170805251,25,1,35.31,35.38,8,0.8415,0.4937
japwag1,ml:170805251,ml_170805251,11,2,18.89,19.07,8,0.7625,0.4909
labcro1,xc:811530,xc_811530,1,0,1.36,7.27,0,1.0,0.8176
labcro1,xc:811530,xc_811530,7,1,27.2,28.81,0,1.0,0.7726
labcro1,xc:890153,xc_890153,0,2,2.51,2.81,9,0.8259,0.7719
labcro1,xc:811532,xc_811532,0,0,0.19,1.4,0,1.0,0.7715
labcro1,xc:68019,xc_68019,6,0,14.83,16.65,10,0.8485,0.7631
labcro1,xc:890153,xc_890153,2,1,9.43,9.69,9,0.8259,0.7586
labcro1,xc:68019,xc_68019,11,0,23.85,24.85,10,0.8573,0.7487
labcro1,xc:811821,xc_811821,78,0,128.88,131.12,6,0.8321,0.7485
labcro1,xc:811821,xc_811821,41,0,51.83,55.13,6,0.8321,0.7476
labcro1,xc:811821,xc_811821,17,0,26.19,28.91,6,0.8321,0.7449
labcro1,xc:890153,xc_890153,2,3,10.6,10.87,9,0.8259,0.7433
labcro1,xc:811821,xc_811821,53,0,74.21,77.94,6,0.8321,0.7428
labcro1,xc:811821,xc_811821,21,0,35.2,36.39,6,0.7859,0.742
labcro1,xc:68019,xc_68019,16,2,38.18,39.04,10,1.0,0.7399
labcro1,xc:309572,xc_309572,4,1,13.87,14.94,8,0.9622,0.7331
labcro1,xc:68019,xc_68019,1,0,0.9,1.8,10,1.0,0.7277
labcro1,xc:890153,xc_890153,2,2,10.0,10.25,9,0.8259,0.7255
labcro1,xc:309572,xc_309572,9,0,25.2,25.48,8,0.9628,0.7213
labcro1,xc:309572,xc_309572,4,0,13.43,13.79,8,1.0,0.7212
labcro1,xc:309572,xc_309572,3,4,11.57,11.91,8,1.0,0.7202
labcro1,xc:133745,xc_133745,32,9,84.34,84.92,8,0.9212,0.7153
labcro1,xc:309572,xc_309572,3,3,11.08,11.41,8,1.0,0.7086
labcro1,xc:890153,xc_890153,0,1,1.94,2.18,9,0.8259,0.7045
labcro1,xc:915206,xc_915206,3,0,3.3,4.82,9,0.9811,0.6899
labcro1,xc:824065,xc_824065,37,0,95.68,96.48,4,1.0,0.6767
labcro1,xc:824065,xc_824065,30,1,77.62,78.36,4,1.0,0.6762
